University,Type,City,Program,Fee_per_credit_hr,Admission_Fee,Credit Hours,Semester Fee,Min_Academic_Percent,Min_Test_Score,Entry_Test_Required,Accreditations,Hostel,Transport,Extracurriculars,Website,address,est,apply 
Iqra University,Private,Karachi,BS Digital Marketing,"7,500","15,000",123,"139,600",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Computer Science,"7,500","15,000",133,"139,600",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Software Engineering,"7,500","15,000",133,"148,100",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Artificial Intelligence,"7,500","15,000",133,"139,600",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BE Electrical Engineering,"7,500","15,000",143,"254,190",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BE Electronics Engineering,"7,500","15,000",143,"142,680",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BE Software Engineering,"7,500","15,000",143,"142,680",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,Pharm-D (Doctor of Pharmacy),"7,500","15,000",120,"112,500",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,DPT (Doctor of Physical Therapy),"7,500","15,000",123,"112,500",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Nursing,"7,500","15,000",123,"115,313",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Human Nutrition & Dietetics,"7,500","15,000",120,"118,300",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Psychology,"7,500","15,000",120,"133,200",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Iqra University,Private,Karachi,BS Medical Lab Technology,"7,500","15,000",123,"139,600",0.45,0.5,yes,"HEC, PEC, NBEAC, NCEAC",yes,yes,Academic & Professional; Cultural & Arts; Sports & Fitness; Media & Publications; Community Service; Technology & Innovation,www.iqrauni.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,"MBBS (Bachelor of Medicine, Bachelor of Surgery)","3,775","18,700",210,"99,156",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BDS (Bachelor of Dental Surgery),"12,000","22,000",200,"240,000",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,Pharm-D (Doctor of Pharmacy),"8,333","30,000",200,"166,660",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BSc Nursing,"15,000","25,000",120,"180,000",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,DPT (Doctor of Physical Therapy),"4,722","25,000",200,"118,050",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Medical Technology (BSMT),"10,000","18,700",120,"120,000",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Speech-Language Pathology & Audiology (BS-SLP),"5,556","22,000",120,"83,340",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Dental Technology (BSDT),"11,111","30,000",120,"133,332",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Optometry & Orthoptics (BSOO),"6,944","25,000",120,"104,160",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Physiotherapy (BSPT),"12,222","18,700",200,"244,440",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BS Public Health (BSPH),"4,889","22,000",120,"73,335",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BBA (Bachelor of Business Administration),"8,333","30,000",123,"102,496",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Jinnah Sindh Medical University (JSMU),Public,Karachi,BBA (Hospital & Health Care Management) (BBA-HHCM),"3,389","25,000",123,"52,106",0.45,0.5,yes,"HEC, PMDC",yes,yes,Student Societies; Sports; Cultural Events; Debates & Public Speaking; Community Service & Health Camps,www.jsmu.edu.pk,,,
Indus University,Private,Karachi,BS Computer Science,"7,302","7,778",138,"110,228",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,BS Software Engineering,"7,302","7,778",136,"110,228",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,BS Media Science,"7,185","7,408",136,"115,775",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,Bachelor of Business Administration,"6,852","7,408",144,"90,224",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,Doctor of Physical Therapy,"7,500","7,500",172,"143,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,Bachelor of Fashion Design,"6,000","6,223",137,"93,345",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,Bachelor of Textile Design,"6,000","6,223",137,"93,345",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,Bachelor of Interior Design,"6,000","6,223",137,"93,345",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,BE Electrical Engineering,"6,539","6,539",136,"111,163",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,B.E.Tech Civil,"4,000","4,375",139,"56,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,B.E.Tech Mechanical,"4,000","4,375",135,"56,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,B.E.Tech Electrical,"4,000","4,375",141,"56,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,B.E.Tech Electronics,"4,000","4,375",141,"56,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Indus University,Private,Karachi,"BE Electrical Engineering (Electronics, Power)","6,539","6,539",141,"56,000",0.45,0.6,yes,"HEC, PEC, NCEAC",yes,yes,Cultural & Creative Activities; Competitions & Exhibitions; Open Houses & Career Counseling; Workshops & Seminars; Sports & Wellness; Cricket Matches; Health & Wellness Events; Academic & Research Initiatives; International Conferences; Scholarships for Extracurricular Achievements,www.indus.edu.pk,,,
Usman Institute of Technology University (UIT),Private,Karachi,BS Computer Science,"10,870","25,000",120,"163,050",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BS Software Engineering,"10,870","25,000",120,"163,050",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BS Artificial Intelligence,"8,000","25,000",120,"120,000",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BS Data Science,"8,000","25,000",120,"120,000",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BE Electrical,"6,700","25,000",128,"107,200",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BE Computer Systems,"6,700","25,000",128,"107,200",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,B.E Tech. (Computer),"3,000","25,000",128,"48,000",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,B.E Tech. (Software),"3,000","25,000",128,"48,000",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BBA,"5,400","25,000",136,"91,800",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Usman Institute of Technology University (UIT),Private,Karachi,BS Accounting and Finance,"5,400","25,000",136,"85,000",0.45,0.5,yes,"HEC, PEC (Level-II OBE, Washington Accord), NCEAC, NTC",yes,yes,Sports & Physical Activities; Technology & Innovation Programs; Learning Camps,https://uitu.edu.pk/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BBA,"2,500","30,000",120,"50,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,Doctor of Physical Therapy,"3,500","55,000",175,"73,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Computer Science,"5,000","40,000",136,"80,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Software Engineering,"5,000","40,000",136,"80,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Artificial Intelligence,"5,000","40,000",136,"85,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Cyber Security,"5,000","40,000",136,"85,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Cloud Computing,"5,000","40,000",136,"85,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,MBBS,"13,000","60,000",200,"185,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
Karachi Medical and Dental College (KMDC),Public,Karachi,BS Dental Surgery,"10,000","60,000",196,"165,000",0.6,0.5,yes,"PMDC, CPSP, WHO, FAIMER",no,yes,Sports Club; Performing Arts; Literary & Debating Societies; Health Clubs; General Clubs,https://thekmu.edu.pk/karachi-medical-dental-college/,,,
KSBL,Private,Karachi,BS Management & Entrepreneurship,"19,500","35,000",120,"292,500",0.6,0.5,Yes,Approved by HEC,No,No,"Debates & Dramatics Society, Seminars & Conferences, Musical Functions & Festivals, Exhibitions, Sports",ksbl.edu.pk,,,
KSBL,Private,Karachi,BS Information Technology Management,"19,500","35,000",120,"292,500",0.6,0.5,Yes,Approved by HEC,No,No,"Debates & Dramatics Society, Seminars & Conferences, Musical Functions & Festivals, Exhibitions, Sports",ksbl.edu.pk,,,
KSBL,Private,Karachi,BS Accounting & Finance,"19,500","35,000",120,"292,500",0.6,0.5,Yes,Approved by HEC,No,No,"Debates & Dramatics Society, Seminars & Conferences, Musical Functions & Festivals, Exhibitions, Sports",ksbl.edu.pk,,,
KSBL,Private,Karachi,BS Computer Science,"19,500","35,000",120,"292,500",0.6,0.5,Yes,Approved by HEC,No,No,"Debates & Dramatics Society, Seminars & Conferences, Musical Functions & Festivals, Exhibitions, Sports",ksbl.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Architecture,"7,230","20,000",177,"130,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Graphic Design,"4,718","20,000",122,"75,500",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BE Mechanical Engineering,"5,250","20,000",136,"94,500",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BE Electrical Engineering,"5,250","20,000",136,"94,500",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Computer Science,"4,388","20,000",130,"79,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Software Engineering,"4,388","20,000",130,"79,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Electronics Engineering Technology,"3,000","20,000",131,"48,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BS Civil Engineering Technology,"3,000","20,000",131,"48,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,BBA,"4,666","20,000",136,"84,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,Doctor of Pharmacy,"4,777","20,000",198,"86,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
Nazeer Hussain University,Private,Karachi,Doctor of Physical Therapy,"5,888","20,000",198,"106,000",0.6,0.5,Yes,"HEC, PEC, NTC, NCEAC, PCP",Yes,Yes,"Debates, quizzes, dramatics, robotics, coding contests, exhibitions, sports, cultural & welfare activities",nhu.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Applied Chemistry & Chemical Technology,"2,200","2,200",144,"29,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,"UoK, founded in 1951, is Pakistan’s largest public university, offering multidisciplinary programs across sciences, arts, business, IT, and research over a 1200-acre campus.",
University of Karachi (UoK),Public,Karachi,BS Biochemistry,"2,200","2,200",144,"29,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Biotechnology,"2,200","2,200",144,"29,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Botany,"2,200","2,200",144,"29,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Chemistry,"2,200","2,200",144,"29,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Computer Science (BSCS),"2,200","2,200",144,"90,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Food Science & Technology,"2,200","2,200",144,"45,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Geography,"2,200","2,200",144,"25,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Mathematics,"2,200","2,200",144,"25,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Microbiology,"2,200","2,200",144,"29,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Petroleum Technology,"2,200","2,200",144,"29,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Physics,"2,200","2,200",144,"25,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Political Science,"2,200","2,200",144,"20,000",0.5,0.5,No,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
University of Karachi (UoK),Public,Karachi,BS Psychology,"2,200","2,200",144,"22,000",0.5,0.5,Yes,"HEC, PMDC (Pharmacy), NBEAC, NCEAC",Yes,Yes,"Arts & Culture, Debate & Declamation, Music, Theatre, Sports, Quiz, Students’ Week, National & Religious Day Events, Awareness Campaigns",uok.edu.pk,,,
